codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
1209395-121-SE24;07-05-2024 0:00:00;TD Servicio Lavandería RT Belén Abril 2024;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR BIOLAVANDERIA SPA, RUT: 76.570.054-k, PARA LA CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANÍA, SEGÚN LO DISPUESTO POR EL ARTÍCULO N°10, N°7, LETRA l) DEL REGLAMENTO DE LA LEY N°19.886.;Recepcion Conforme;Trato Directo;CLP;281358;0;0;53458,02;334816,02;53458,02;281358;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BIOLAVANDERIA SPA;76.570.054-k;LAVANDERIA;Micro;Región de la Araucanía ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de lavado;91111502;Servicios de lavandería;Servicios de lavandería;Servicio de Lavandería para Residencia Transitoria Belén Abril 2024, según Comanda N° 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166 y 167;1;Global;CLP;281358;0;0;0;281358;281358
1209395-166-SE24;28-06-2024 0:00:00;TD Equipamiento RF Inés de Suarez;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR DISTRIBUIDORA FERVIMAR SPA, RUT: 73.731.900-8, PARA LA ADQUISICIÓN DE EQUIPAMIENTO PARA LA RESIDENCIA FAMILIAR INÉS DE SUAREZ. Para la emisión de la factura a través de la plataforma del Servicio de Impuestos Internos (SII) deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Deberá asegurarse que realice el envío del documento tributable electrónico (DTE) en formato XML al correo dipresrecepcion@custodium.com.;Recepcion Conforme;Trato Directo;CLP;5496390;0;0;1044314,1;6540704,1;1044314,1;5496390;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;814;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DISTRIBUIDORA FERVIMAR SPA;77.421.342-2;VENTA AL POR MAYOR DE ARTICULOS DE PAPELERIA Y ESCRITORIO;Pequeña;Región de la Araucanía ;Maquinarias, equipos y suministros para la industria de servicios;Equipos para servicios de alimentación institucional;Equipos para cocinar o calentar;48101530;Ollas de uso comercial para hacer el arroz o arroceras;Ollas de uso comercial para hacer el arroz o arroc;Adquisición de Menaje para Oficina, Según Términos de Referencia.;1;Global;CLP;2346440;0;0;0;2346440;2346440
1209403-58-SE24;19-06-2024 0:00:00;Servicio de Mantención Preventiva y Correctiva ;Servicio de Mantención Preventiva y Correctiva Sistema de Calefacción Dependencias de RFA Coyhaique, ;Recepcion Conforme;Trato Directo;CLP;16806723;0;0;3193277,37;20000000,37;3193277,37;16806723;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;182;ADMINISTRACIÓN DIRECTA REGIÓN DE AYSEN;62.000.890-7;Region Aysen del General Carlos IbaNez del Campo;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;TMS SPA;76.312.698-6;Mantención Maquinaria y Equipos;Pequeña;Región del Biobío ;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Gasfitería, calefacción y aire acondicionado;72102302;Instalación, reparación o mantenimiento de sistemas de calefacción;Instalación, reparación o mantenimiento de sistema;MANTENCIÓN PREVENTIVA, SEGÚN ITEMIZADO N°3;1;Unidad no definida;CLP;2435000;0;0;0;2435000;2435000
1208093-4-SE24;08-01-2024 0:00:00;PRORROGA DEL CONTRATO DE SERV. DE GUARDIA Y VIG.;REGULARIZA Y AUTORIZA PRORROGA DEL CONTRATO DE SERVICIO DE GUARDIA Y VIGILANCIA, PARA LA DIRECCIÓN REGIONAL DE ATACAMA DEL SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA;Recepcion Conforme;Trato Directo;CLP;3777000;0;0;717630;4494630;717630;3777000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL ATACAMA;62.000.890-7;Region de Atacama;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;SOCIEDAD INMOBILIARIA E INVERSIONES SANTA BRUNA SP;76.879.548-7;Arriendo de inmuebles amoblados, Aseo en general y Construcción;Mediana;Región de Atacama ;Servicios de defensa nacional, orden público y seguridad;Orden público y seguridad;Servicios de seguridad y policiales;92101501;Servicios de vigilancia;Servicios de vigilancia;el trato directo por prórroga de contrato de la prestación del servicio de guardia y vigilancia por los meses de enero a marzo 2023;1;Unidad;CLP;3777000;0;0;0;3777000;3777000
1208110-48-SE24;12-04-2024 0:00:00;SERVICIO BODEGAJE 2024;SERVICIO DE BODEGAJE, LAUTARO NAVARRO 1155 C - 04 MESES A CONTAR DEL 30 DE ABRIL 2024;Recepcion Conforme;Trato Directo;CLP;4800000;0;0;912000;5712000;912000;4800000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CORREDOR DE PROPIEDADES Y GESTION INMOBILIARIA JORGE A ARECHETA EIRL;52.001.641-4;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| CORREDORES DE PROPIEDADES;Pequeña;Región de Magallanes y de la Antártica;Servicios de transporte, almacenaje y correo;Almacenaje;Almacenaje de mercancía en general;78131603;Bodegaje de muebles o mobiliario;Bodegaje de muebles o mobiliario;SERVICIO DE BODEGAJE;1;Unidad Internacional;CLP;4800000;0;0;0;4800000;4800000
1208092-116-SE24;11-06-2024 0:00:00;Compra de aseo terminal para residencia LIPNATUR ;Compra de aseo terminal para residencia LIPNATUR;Recepcion Conforme;Trato Directo;CLP;494000;0;0;93860;587860;93860;494000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;DIRECCION REGIONAL ANTOFAGASTA;62.000.890-7;Region de Antofagasta;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CARLOS ARTURO PALMA VILLAGRAN;5.290.467-6;Ingenieria y Construcción;Pequeña;Región de Valparaíso ;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;Servicios de aseo terminal (FIN DE OBRA) para dependencias de Residencia Familiar, ubicada Avda. Argentina # 1419, Antofagasta. Con una superficie construida de 580 m2 , dependiente de La Dirección Regional del Servicio Nacional de Protección a La Niñez y Adolescencia, Región de Antofagasta. El servicio contempla lo siguiente: Limpieza, pulido y abrillantado de pisos cerámicos y flotantes (cerámicos edificios uno, Flotante y cerámicos edificio 2), Limpieza profunda y pulido de chapas y elementos metálicos como pasamanos (Pasamanos de escalera metálico tipo bronce), Limpieza profunda de baños y cocina, Limpieza de paredes manchadas, Limpieza de vidrios, Limpieza de pisos de jardín, patio y rampla, Limpieza y abrillantamiento de maderas alrededor de piscina, Podado de árbol cercano a piscina.;1;Unidad no definida;CLP;494000;0;0;0;494000;494000
1177296-337-SE24;11-06-2024 0:00:00;DIPLOMADO EN PERITAJE PSICOSOCIAL EN MATERIA PENAL;DIPLOMADO EN PERITAJE PSICOSOCIAL EN MATERIA PENAL Y FAMILIA. VIGENCIA: 02-05 AL 14-09-2024. INI24_CAPA-29;Aceptada;Trato Directo;CLP;1096000;0;0;0;1096000;0;1096000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD DE LAS AMERICAS;71.540.800-7;UNIVERSIDADES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en peritaje psicosocial en materia penal y familia. Funcionario: Francisco Javier Vergara Avila;1;Unidad no definida;CLP;1096000;0;0;0;1096000;1096000
1177296-331-SE24;07-06-2024 0:00:00;DIPLOMADO PEOPLE ANALYTICS;DIPLOMADO PEOPLE ANALYTICS: ANÁLISIS DE DATOS PARA LA TOMA DE DECISIONES EN GESTIÓN DE PERSONAS. VIGENCIA: 24-06 AL 23-10-2024 INI24-CAPA-29;Aceptada;Trato Directo;CLP;2000000;0;0;0;2000000;0;2000000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD DE CHILE;60.910.000-1;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| UNIVERSIDADES| HOSPITALES Y CLINICAS;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado People Analytics: Análisis de datos para la toma de decisiones en gestión de personas. Funcionaria: Francisca Belen Peña Alfaro.;1;Unidad no definida;CLP;2000000;0;0;0;2000000;2000000
1177296-328-SE24;06-06-2024 0:00:00;DIPLOMADO EN GESTIÓN FINANCIERA DEL ESTADO;DIPLOMADO EN GESTIÓN FINANCIERA DEL ESTADO. VIGENCIA: 29-04 AL 27-10-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;2923200;0;0;0;2923200;0;2923200;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD NACIONAL ANDRES BELLO;71.540.100-2;UNIVERSIDADES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Gestión Financiera del Estado.  Funcionaria: Ingrid Carolin Cadagan Cardenas.;1;Unidad no definida;CLP;974400;0;0;0;974400;974400
1177296-329-SE24;07-06-2024 0:00:00;DIPLOMADO EN GESTIÓN PÚBLICA E INNOVACIÓN SOCIAL;DIPLOMADO EN GESTIÓN PÚBLICA E INNOVACIÓN SOCIAL. VIGENCIA: 04 AL 27-07-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;875200;0;0;0;875200;0;875200;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;CAPACITACION USACH COMPANIA LIMITADA;76.421.320-3;ESTABLECIMIENTOS DE ENSENANZA SECUNDARIA DE FORMACION TECNICA Y PROFES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Gestión Pública e Innovación Social. Funcionaria: Clara Francisca Irrazabal Sepulveda.;1;Unidad no definida;CLP;875200;0;0;0;875200;875200
1177296-320-SE24;10-06-2024 0:00:00;DIPLOMA DE POSTÍTULO INTERDISCIPLINARIO EN DERECHO;DIPLOMA DE POSTÍTULO INTERDISCIPLINARIO EN DERECHO DE NIÑOS, NIÑAS Y ADOLESCENTES. VIGENCIA: 23-04 AL 08-08-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;1920000;0;0;0;1920000;0;1920000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD DE CHILE;60.910.000-1;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| UNIVERSIDADES| HOSPITALES Y CLINICAS;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diploma Interdisciplinario en Derechos de niños, niñas y adolescentes. Funcionaria: Brenda Natacha Morales Gatica.;1;Unidad no definida;CLP;960000;0;0;0;960000;960000
1208983-87-SE24;06-06-2024 0:00:00;SERVICIO CONEXO DE VACIADO DE ALCANTARILLADO PARA LA  RESIDENCIA FAMILIAR DE QUILLOTA;SERVICIO CONEXO DE VACIADO DE ALCANTARILLADO PARA LA  RESIDENCIA FAMILIAR DE QUILLOTA;Recepcion Conforme;Trato Directo;CLP;111000;0;0;21090;132090;21090;111000;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho;;ADMINISTRACIÓN DIRECTA REGIÓN DE VALPARAÍSO;62.000.890-7;Region de Valparaiso;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;DBI SERVICIOS GENERALES SPA;77.689.115-0;;NoClasificado;Región de Valparaíso ;Servicios basados en ingeniería, ciencias sociales y tecnología de la información;Metodologías y tecnologías para mejorar la producción y la fabricación;Administración de edificios e instalaciones;81141807;Servicio de gasfitería y alcantarillado;Servicio de gasfitería y alcantarillado;;1;Unidad no definida;CLP;111000;0;0;0;111000;111000
1208129-247-SE24;06-06-2024 0:00:00;ARRULLO BOMBAS DE ASPIRACION DE SECRECIONES;SE REQUIERE EQUIPO DE ASPIRACIÓN DE SECRECIONES PARA LOS NNA EN CREAD ARRULLO. SE RETIRA EQUIPO EN LA CIUDAD DE CONCEPCIÓN . ENVIAR XML A CASILLA DIPRESRECEPCION@CUSTODIUM.COM. CDP N°359. DIRECCION FACTURACION CAUPOLICAN N°518, PISO 7, CONCEPCIÓN. ;Recepcion Conforme;Trato Directo;CLP;420168;0;0;79831,92;499999,92;79831,92;420168;30 dias contra la recepcion conforme de la factura;Retiramos de su bodega;;ADMINISTRACIÓN DIRECTA REGIÓN DEL BIOBÍO;62.000.890-7;Region del Biobio;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;GLOBALGROUP SPA;77.389.045-5;;Pequeña;Región del Biobío ;Equipamiento y suministros médicos;Productos quirúrgicos;Equipo quirúrgico, accesorios y productos relacionados;42295118;Equipo de bomba de irrigación quirúrgico o lavado pulsado o accesorios con o sin succión;Equipo de bomba de irrigación quirúrgico o lavado ;BOMBA DE ASPIRACIÓN  YUWELL ;2;Unidad;CLP;210084;0;0;0;420168;420168
1209395-95-SE24;08-04-2024 0:00:00;TD Servicio Lavandería RT Belén Marzo 2024;AUTORIZA TRATO DIRECTO CON EL PROVEEDOR BIOLAVANDERIA SPA, RUT: 76.570.054-k, PARA LA CONTRATACIÓN DEL SERVICIO DE LAVANDERÍA PARA RESIDENCIAS FAMILIARES DE ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANÍA, SEGÚN LO DISPUESTO POR EL ARTÍCULO N°10, N°7, LETRA l) DEL REGLAMENTO DE LA LEY N°19.886.;Recepcion Conforme;Trato Directo;CLP;328253;0;0;62368,07;390621,07;62368,07;328253;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;ADMINISTRACIÓN DIRECTA REGIÓN DE LA ARAUCANIA;62.000.890-7;Region de la Araucania;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;BIOLAVANDERIA SPA;76.570.054-k;LAVANDERIA;Micro;Región de la Araucanía ;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Servicios de lavado;91111502;Servicios de lavandería;Servicios de lavandería;Servicio de Lavandería para Residencia Transitoria Belén Febrero 2024, según Comanda N° 142, 143, 144, 145, 146, 147, 148, 149, 150, 152, 153, 154 y 155;1;Global;CLP;328253;0;0;0;328253;328253
1177296-328-SE24;06-06-2024 0:00:00;DIPLOMADO EN GESTIÓN FINANCIERA DEL ESTADO;DIPLOMADO EN GESTIÓN FINANCIERA DEL ESTADO. VIGENCIA: 29-04 AL 27-10-2024. INI24-CAPA-29;Aceptada;Trato Directo;CLP;2923200;0;0;0;2923200;0;2923200;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA;62.000.890-7;Region Metropolitana de Santiago;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;UNIVERSIDAD NACIONAL ANDRES BELLO;71.540.100-2;UNIVERSIDADES;Grande;Región Metropolitana de Santiago;Educación, formación, entrenamiento y capacitación;Sistemas educativos complementarios;Aprendizaje a distancia;86111503;Diplomado a distancia;Diplomado a distancia;Diplomado en Gestión Financiera del Estado.  Funcionaria: Ivonne Judith Guzman Villalobos;1;Unidad no definida;CLP;974400;0;0;0;974400;974400
1208106-50-SE24;23-05-2024 0:00:00;Servicio de mantención de los 80.000 km vehículo fiscal;Servicio de mantención de los 80.000 km vehículo fiscal chevrolet captiva Dirección Regional de Los Ríos. De acuerdo a Resolución Exenta N° 36 de fecha 07.03.2022 Cotización adjunta Iniciativa INI24-DR_RIOS-44 - Mantenimiento y Reparación de Vehículos ;Recepcion Conforme;Trato Directo;CLP;273529,41;0;0;51970,58789999999;325499,99789999996;51970,58789999999;273529,41;30 dias contra la recepcion conforme de la factura;Otra Forma de Despacho, Ver Instruc;;DIRECCION REGIONAL LOS RIOS;62.000.890-7;Region de Los Rios;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTRIZ SALFA SUR LIMITADA;93.688.000-2;CRIA DE GANADO PARA PRODUCCION DE CARNE, O COMO GANADO REPRODUCTOR| VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES (IMPORTACION, DISTRIBUCION| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA ;Grande;Región de Los Ríos;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180104;Reparación de tren delantero o trasero;Reparación de tren delantero o trasero;Servicio de mantención de los 80.000 kilómetros vehículo fiscal, marca Chevrolet station wagon, modelo captiva 1.5T Premier MT N, placa patente RLVP-83.;1;Unidad no definida;CLP;273529,41;0;0;0;273529,41;273529,41
1208985-46-SE24;02-04-2024 0:00:00;RFAT_ Servicio de Sala Cuna para hijo de Funcionaria Bárbara Navarro;RFAT_ Se Requiere contratar el Servicio de Sala Cuna, para hijo de funcionaria Doña Bárbara Navarro, que presta Servicios en la Residencia Familiar de Adolescencia Temprana.;Recepcion Conforme;Trato Directo;CLP;4205000;0;0;0;4205000;0;4205000;30 dias contra la recepcion conforme de la factura;Despachar según programa adjuntado ;;ADMINISTRACIÓN DIRECTA REGIÓN DE MAGALLANES;62.000.890-7;Region de Magallanes y de la Antartica;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;sala cuna y jardín infantil Gladys Díaz Villarroel;76.344.542-9;educación pre escolar;Pequeña;Región de Magallanes y de la Antártica;Servicios de cuidado personal y domésticos;Servicio doméstico y de cuidados;Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;Jardines infantiles o salas cunas;9 Mensualidades a contar de Abril 2024 a Diciembre 2024;9;Mes;CLP;325000;0;0;0;2925000;2925000
1208100-28-SE24;11-06-2024 0:00:00;PRIMER ENCUENTRO REGIONAL ;Las facturas o boletas deberán ser emitidas a nombre del SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, RUT N° 62.000.890-7. A través de la plataforma del Servicio de Impuestos Internos (SII), deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Si utiliza un sistema de facturación electrónico distinto al del SII, deberá asegurarse que el Contratista realice el envío del Documento Tributario Electrónico (DTE) en formato XML, al correo dipresrecepcion@custodium.com;Recepcion Conforme;Trato Directo;CLP;1982500;0;0;376675;2359175;376675;1982500;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;DIRECCION REGIONAL OHIGGINS;62.000.890-7;Region del Libertador General Bernardo OHiggins;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;FUND SEWELL;65.493.830-k;VENTA AL POR MENOR DE PRODUCTOS DE CONFITERIAS, CIGARRILLOS, Y OTROS| COMERCIO AL POR MENOR DE ARTICULOS TIPICOS (ARTESANIAS)| SERVICIOS DE PRODUCCION DE RECITALES Y OTROS EVENTOS MUSICALES MASIVOS| ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS| ACTIVIDADES DE MU;Pequeña;Región del Libertador General Bernardo O´Higgins;Muebles y mobiliario;Muebles de alojamiento;Muebles de oficina;56101704;Base de Mesa;Base de Mesa;Mobiliario para taller, 1ER ENCUENTRO REGIONAL DE PARTICIPACIÓN.   ;15;Unidad no definida;CLP;3500;0;0;0;52500;52500
1208100-25-SE24;10-05-2024 0:00:00;CAMBIO DE PASTILLAS FRENOS DELANTEROS VEHÍCULO INSTITUCIONAL;Las facturas o boletas deberán ser emitidas a nombre del SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA, RUT N° 62.000.890-7. A través de la plataforma del Servicio de Impuestos Internos (SII), deberá indicarse en la referencia (campo 801) el ID de la Orden de Compra (OC). Si utiliza un sistema de facturación electrónico distinto al del SII, deberá asegurarse que el Contratista realice el envío del Documento Tributario Electrónico (DTE) en formato XML, al correo dipresrecepcion@custodium.com;Recepcion Conforme;Trato Directo;CLP;493009;0;0;93671,71;586680,71;93671,71;493009;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;DIRECCION REGIONAL OHIGGINS;62.000.890-7;Region del Libertador General Bernardo OHiggins;1765960;SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI;OTROS;AUTOMOTORA COMERCIAL COSTABAL Y ECHENIQUE S A;91.139.000-0;VENTA O COMPRAVENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USA| VENTA DE MOTOCICLETAS| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;Región Metropolitana de Santiago;Servicios de transporte, almacenaje y correo;Servicios de mantención o reparaciones de transportes;Mantención o reparación de vehículos;78180101;Reparación y pintura carrocerías;Reparación y pintura carrocerías;SERVICIO DE CAMBIO DE PASTILLAS FRENOS DELANTEROS. VEHÍCULO INSTITUCIONAL. CHEVROLET CAPTIVA 1.5 PREMIER  ;1;Unidad;CLP;493009;0;0;0;493009;493009
